DeepCSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
0, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "1.0942+(-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18)))))))"
0, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "1.0942+(-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18)))))))"
0, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "1.0942+((-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18)))))))-0.085154704749584198)"
0, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "1.0942+((-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18)))))))-0.034145798534154892)"
0, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "1.0942+((-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18)))))))-0.034354850649833679)"
0, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "1.0942+((-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18)))))))-0.031172541901469231)"
0, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "1.0942+((-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18)))))))-0.03231281042098999)"
0, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "1.0942+((-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18)))))))-0.03636125847697258)"
0, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "1.0942+((-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18)))))))-0.060606949031352997)"
0, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "1.0942+((-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18)))))))-0.10067618638277054)"
0, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "1.0942+((-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18)))))))-0.15710783004760742)"
0, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "1.0942+((-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18)))))))-0.034061882644891739)"
0, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "1.0942+((-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18)))))))-0.013658319599926472)"
0, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "1.0942+((-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18)))))))-0.013741940259933472)"
0, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "1.0942+((-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18)))))))-0.012469016946852207)"
0, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "1.0942+((-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18)))))))-0.012925124727189541)"
0, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "1.0942+((-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18)))))))-0.014544503763318062)"
0, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "1.0942+((-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18)))))))-0.024242779240012169)"
0, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "1.0942+((-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18)))))))-0.040270473808050156)"
0, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.0942+((-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18)))))))-0.06284312903881073)"
0, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(1.0942+(-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18))))))))+0.085154704749584198"
0, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(1.0942+(-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18))))))))+0.034145798534154892"
0, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(1.0942+(-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18))))))))+0.034354850649833679"
0, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(1.0942+(-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18))))))))+0.031172541901469231"
0, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(1.0942+(-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18))))))))+0.03231281042098999"
0, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(1.0942+(-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18))))))))+0.03636125847697258"
0, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.0942+(-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18))))))))+0.060606949031352997"
0, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.0942+(-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18))))))))+0.10067618638277054"
0, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.0942+(-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18))))))))+0.15710783004760742"
0, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.0942+(-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18))))))))+0.034061882644891739"
0, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.0942+(-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18))))))))+0.013658319599926472"
0, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.0942+(-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18))))))))+0.013741940259933472"
0, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.0942+(-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18))))))))+0.012469016946852207"
0, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.0942+(-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18))))))))+0.012925124727189541"
0, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.0942+(-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18))))))))+0.014544503763318062"
0, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.0942+(-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18))))))))+0.024242779240012169"
0, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.0942+(-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18))))))))+0.040270473808050156"
0, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.0942+(-(0.00468151*(log(x+19)*(log(x+18)*(3-(0.365115*log(x+18))))))))+0.06284312903881073"
0, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "1.16969+(-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18)))))))"
0, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "1.16969+(-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18)))))))"
0, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "1.16969+((-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18)))))))-0.088405519723892212)"
0, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "1.16969+((-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18)))))))-0.039335969835519791)"
0, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "1.16969+((-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18)))))))-0.039617720991373062)"
0, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "1.16969+((-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18)))))))-0.051247268915176392)"
0, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "1.16969+((-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18)))))))-0.086732916533946991)"
0, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "1.16969+((-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18)))))))-0.12786157429218292)"
0, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "1.16969+((-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18)))))))-0.21191136538982391)"
0, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "1.16969+((-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18)))))))-0.13967099785804749)"
0, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "1.16969+((-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18)))))))-0.14917382597923279)"
0, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "1.16969+((-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18)))))))-0.035362206399440765)"
0, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "1.16969+((-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18)))))))-0.015734387561678886)"
0, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "1.16969+((-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18)))))))-0.015847088769078255)"
0, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "1.16969+((-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18)))))))-0.020498907193541527)"
0, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "1.16969+((-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18)))))))-0.034693166613578796)"
0, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "1.16969+((-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18)))))))-0.051144629716873169)"
0, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "1.16969+((-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18)))))))-0.084764547646045685)"
0, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "1.16969+((-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18)))))))-0.055868398398160934)"
0, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.16969+((-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18)))))))-0.059669528156518936)"
0, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(1.16969+(-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18))))))))+0.088405519723892212"
0, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(1.16969+(-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18))))))))+0.039335969835519791"
0, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(1.16969+(-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18))))))))+0.039617720991373062"
0, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(1.16969+(-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18))))))))+0.051247268915176392"
0, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(1.16969+(-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18))))))))+0.086732916533946991"
0, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(1.16969+(-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18))))))))+0.12786157429218292"
0, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.16969+(-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18))))))))+0.21191136538982391"
0, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.16969+(-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18))))))))+0.13967099785804749"
0, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.16969+(-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18))))))))+0.14917382597923279"
0, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.16969+(-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18))))))))+0.035362206399440765"
0, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.16969+(-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18))))))))+0.015734387561678886"
0, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.16969+(-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18))))))))+0.015847088769078255"
0, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.16969+(-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18))))))))+0.020498907193541527"
0, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.16969+(-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18))))))))+0.034693166613578796"
0, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.16969+(-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18))))))))+0.051144629716873169"
0, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.16969+(-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18))))))))+0.084764547646045685"
0, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.16969+(-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18))))))))+0.055868398398160934"
0, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.16969+(-(0.00710043*(log(x+19)*(log(x+18)*(3-(0.333824*log(x+18))))))))+0.059669528156518936"
1, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "2.22144*((1.+(0.540134*x))/(1.+(1.30246*x)))"
1, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "2.22144*((1.+(0.540134*x))/(1.+(1.30246*x)))"
1, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))-0.1161959320306778"
1, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))-0.045411378145217896"
1, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))-0.041932329535484314"
1, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))-0.037821229547262192"
1, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))-0.041939254850149155"
1, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))-0.045033644884824753"
1, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))-0.1036531925201416"
1, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))-0.12050666660070419"
1, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))-0.16405443847179413"
1, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))-0.038731977343559265"
1, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))-0.015137125737965107"
1, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))-0.013977443799376488"
1, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))-0.012607076205313206"
1, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))-0.013979751616716385"
1, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))-0.015011214651167393"
1, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))-0.034551065415143967"
1, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))-0.040168888866901398"
1, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))-0.054684814065694809"
1, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))+0.1161959320306778"
1, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))+0.045411378145217896"
1, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))+0.041932329535484314"
1, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))+0.037821229547262192"
1, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))+0.041939254850149155"
1, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))+0.045033644884824753"
1, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))+0.1036531925201416"
1, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))+0.12050666660070419"
1, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))+0.16405443847179413"
1, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))+0.038731977343559265"
1, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))+0.015137125737965107"
1, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))+0.013977443799376488"
1, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))+0.012607076205313206"
1, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))+0.013979751616716385"
1, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))+0.015011214651167393"
1, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))+0.034551065415143967"
1, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))+0.040168888866901398"
1, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(2.22144*((1.+(0.540134*x))/(1.+(1.30246*x))))+0.054684814065694809"
1, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x)))"
1, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x)))"
1, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))-0.1273479163646698"
1, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))-0.062320291996002197"
1, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))-0.061256185173988342"
1, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))-0.089731737971305847"
1, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))-0.17009077966213226"
1, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))-0.17192701995372772"
1, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))-0.21418854594230652"
1, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))-0.15758448839187622"
1, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))-0.16436225175857544"
1, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))-0.042449306696653366"
1, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))-0.020773431286215782"
1, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))-0.020418727770447731"
1, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))-0.029910579323768616"
1, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))-0.056696925312280655"
1, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))-0.057309005409479141"
1, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))-0.071396179497241974"
1, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))-0.052528165280818939"
1, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))-0.054787416011095047"
1, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))+0.1273479163646698"
1, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))+0.062320291996002197"
1, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))+0.061256185173988342"
1, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))+0.089731737971305847"
1, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))+0.17009077966213226"
1, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))+0.17192701995372772"
1, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))+0.21418854594230652"
1, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))+0.15758448839187622"
1, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))+0.16436225175857544"
1, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))+0.042449306696653366"
1, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))+0.020773431286215782"
1, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))+0.020418727770447731"
1, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))+0.029910579323768616"
1, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))+0.056696925312280655"
1, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))+0.057309005409479141"
1, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))+0.071396179497241974"
1, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))+0.052528165280818939"
1, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.00303*((1.+(0.0263384*x))/(1.+(0.0294513*x))))+0.054787416011095047"
2, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.9201*((1.+(0.0115429*x))/(1.+(0.0119144*x)))"
2, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.9201*((1.+(0.0115429*x))/(1.+(0.0119144*x)))"
2, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.9201*((1.+(0.0115429*x))/(1.+(0.0119144*x))))-0.13826607167720795"
2, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.9201*((1.+(0.0115429*x))/(1.+(0.0119144*x))))-0.060410931706428528"
2, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.9201*((1.+(0.0115429*x))/(1.+(0.0119144*x))))-0.050319787114858627"
2, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.9201*((1.+(0.0115429*x))/(1.+(0.0119144*x))))-0.05173184722661972"
2, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.9201*((1.+(0.0115429*x))/(1.+(0.0119144*x))))-0.054610386490821838"
2, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.9201*((1.+(0.0115429*x))/(1.+(0.0119144*x))))-0.065045721828937531"
2, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.9201*((1.+(0.0115429*x))/(1.+(0.0119144*x))))-0.10863246768712997"
2, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.9201*((1.+(0.0115429*x))/(1.+(0.0119144*x))))-0.13388825953006744"
2, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.9201*((1.+(0.0115429*x))/(1.+(0.0119144*x))))-0.20359878242015839"
2, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.9201*((1.+(0.0115429*x))/(1.+(0.0119144*x))))-0.039504591375589371"
